title,가고싶다,평점,감성점수,맛있다,가격,웨이팅,서비스,분위기,표준화_감성점수,맛있다,가격,웨이팅,서비스,분위기,가고싶다,평점,감성*맛+0.5*평점+0.5*가고싶다수,가격,웨이팅,서비스,분위기
우진해장국,7017,4.3,0.67,0.8225,0.8359,0.9501,0,0,-0.18,-0.77,0.25,-0.13,-0.72,-0.67,0.4,-0.18,0.2486,0.065,0.1334,0.2396,0.2306
우진해장국,7017,4.3,1.75,2.903,0,0.8382,0.8498,0.8838,1.16,-0.12,-0.58,-0.18,-0.29,-0.1,0.4,1.16,0.6408,0.1072,0.5712,0.4436,0.664
우진해장국,7017,4.3,-1,0,0,5.6389,0,0.82,-2.25,-1.03,-0.58,2.21,-0.72,-0.14,0.4,-2.25,1.3925,0.38,-5.8975,0.695,-0.61
우진해장국,7017,4.3,0.75,1.9069,0,0,0,0,-0.08,-0.43,-0.58,-0.6,-0.72,-0.67,0.4,-0.08,0.1944,0.2064,0.208,0.2176,0.2136
우진해장국,7017,4.3,1.5,2.7082,0.8105,0.8291,1.6916,0.8555,0.85,-0.18,0.22,-0.19,0.14,-0.11,0.4,0.85,0.472,0.812,0.4635,0.744,0.5315
우진해장국,7017,4.3,0.54,5.2322,0,1.9186,4.252,4.3852,-0.34,0.61,-0.58,0.36,1.43,2.2,0.4,-0.34,-0.1774,0.2272,-0.0924,-0.4562,-0.718
우진해장국,7017,4.3,1.6,3.8083,0.919,0,0,0,0.98,0.16,0.33,-0.6,-0.72,-0.67,0.4,0.98,0.8468,1.0134,0.102,-0.0156,0.0334
우진해장국,7017,4.3,2,1,0,0,0,0,1.48,-0.72,-0.58,-0.6,-0.72,-0.67,0.4,1.48,-0.1256,0.0816,0.052,-0.1256,-0.0516
우진해장국,7017,4.3,1.8,2.6161,0,0.932,1.7064,1.7789,1.23,-0.21,-0.58,-0.14,0.15,0.49,0.4,1.23,0.5567,0.1016,0.6428,0.9995,1.4177
우진해장국,7017,4.3,0.73,4.2372,0,3.8167,3.446,2.6684,-0.1,0.3,-0.58,1.3,1.03,1.07,0.4,-0.1,0.12,0.208,0.02,0.047,0.043
우진해장국,7017,4.3,2,1,0,0,0,0,1.48,-0.72,-0.58,-0.6,-0.72,-0.67,0.4,1.48,-0.1256,0.0816,0.052,-0.1256,-0.0516
우진해장국,7017,4.3,0.67,3.6922,0,0,0.8286,0,-0.18,0.13,-0.58,-0.6,-0.3,-0.67,0.4,-0.18,0.0866,0.2144,0.218,0.164,0.2306
우진해장국,7017,4.3,1,0,0,0,0,0,0.23,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,0.23,0.0781,0.1816,0.177,0.1494,0.1609
우진해장국,7017,4.3,2,1,0,0,0,0,1.48,-0.72,-0.58,-0.6,-0.72,-0.67,0.4,1.48,-0.1256,0.0816,0.052,-0.1256,-0.0516
우진해장국,7017,4.3,2,0,0,0,0,0,1.48,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,1.48,-0.5844,0.0816,0.052,-0.1256,-0.0516
우진해장국,7017,4.3,1.67,3.7375,0,1.9029,1.6502,0,1.07,0.14,-0.58,0.35,0.12,-0.67,0.4,1.07,0.8848,0.1144,1.1095,0.8634,0.0181
우진해장국,7017,4.3,-0.42,1.6678,0,6.5669,2.5436,5.2927,-1.53,-0.51,-0.58,2.68,0.57,2.79,0.4,-1.53,0.2153,0.3224,-4.6654,-1.4371,-4.8337
우진해장국,7017,4.3,-1,1.8205,0,1,1.7042,0,-2.25,-0.46,-0.58,-0.1,0.14,-0.67,0.4,-2.25,0.11,0.38,-0.7,-1.24,0.5825
우진해장국,7017,4.3,2,0.9408,0,4.7348,0,0,1.48,-0.74,-0.58,1.76,-0.72,-0.67,0.4,1.48,-0.1552,0.0816,3.5448,-0.1256,-0.0516
우진해장국,7017,4.3,1.75,3.4792,0,1.9644,3.4214,1.7789,1.16,0.06,-0.58,0.38,1.01,0.49,0.4,1.16,0.8496,0.1072,1.2208,1.9516,1.3484
우진해장국,7017,4.3,2,1,0,0,0,0,1.48,-0.72,-0.58,-0.6,-0.72,-0.67,0.4,1.48,-0.1256,0.0816,0.052,-0.1256,-0.0516
우진해장국,7017,4.3,1.33,0,0,4.6874,0,0,0.64,-1.03,-0.58,1.74,-0.72,-0.67,0.4,0.64,-0.1392,0.1488,1.6336,0.0592,0.0912
우진해장국,7017,4.3,0.6,2.8888,0.8863,3.7847,0,0,-0.26,-0.12,0.3,1.29,-0.72,-0.67,0.4,-0.26,0.1012,-0.008,-0.2654,0.2572,0.2442
우진해장국,7017,4.3,0,3.4186,1.6972,3.7224,0.8263,0.8707,-1.01,0.04,1.09,1.26,-0.3,-0.1,0.4,-1.01,-0.3454,-1.4059,-1.5776,-0.002,-0.204
우진해장국,7017,4.3,0.88,5.3762,1.6719,0,0.8532,0.8895,0.09,0.66,1.07,-0.6,-0.29,-0.09,0.4,0.09,0.3044,0.3413,0.191,0.2189,0.2369
우진해장국,7017,4.3,-0.67,4.4231,0,1.766,4.2937,0.8895,-1.84,0.36,-0.58,0.28,1.45,-0.09,0.4,-1.84,-1.3824,0.3472,-1.2352,-3.388,-0.5544
우진해장국,7017,4.3,1.5,1.8314,0.8769,0,0,0,0.85,-0.46,0.29,-0.6,-0.72,-0.67,0.4,0.85,0.234,0.8715,0.115,0.013,0.0555
우진해장국,7017,4.3,0.17,1.8132,0.8203,0,0.8178,0,-0.8,-0.46,0.23,-0.6,-0.3,-0.67,0.4,-0.8,0.168,-0.384,0.28,0.04,0.336
우진해장국,7017,4.3,0.3,0.8869,0,0.9307,0.8865,0,-0.63,-0.75,-0.58,-0.14,-0.27,-0.67,0.4,-0.63,0.3575,0.2504,-0.0268,0.0551,0.3071
우진해장국,7017,4.3,1.12,3.6126,0.8203,6.5899,0.8532,1.7041,0.38,0.1,0.23,2.69,-0.29,0.44,0.4,0.38,0.428,0.4774,1.4122,0.2798,0.5572
우진해장국,7017,4.3,1.33,2,0,2.8282,0,0,0.64,-0.4,-0.58,0.81,-0.72,-0.67,0.4,0.64,0.264,0.1488,1.0384,0.0592,0.0912
우진해장국,7017,4.3,2,4.7869,0,6.6935,0,0,1.48,0.47,-0.58,2.74,-0.72,-0.67,0.4,1.48,1.6356,0.0816,4.9952,-0.1256,-0.0516
우진해장국,7017,4.3,1,2.6219,0,0,1.6848,1.7771,0.23,-0.21,-0.58,-0.6,0.13,0.49,0.4,0.23,0.2667,0.1816,0.177,0.3449,0.4277
우진해장국,7017,4.3,-1,2.6321,0.8359,0,0,0,-2.25,-0.2,0.25,-0.6,-0.72,-0.67,0.4,-2.25,-0.475,-1.4875,0.425,0.695,0.5825
우진해장국,7017,4.3,0.67,5.1002,0.8359,3.8808,2.5596,3.5176,-0.18,0.57,0.25,1.34,0.58,1.63,0.4,-0.18,0.0074,0.065,-0.1312,0.0056,-0.1834
우진해장국,7017,4.3,1.14,6.1016,1.7283,0.9465,3.346,3.5005,0.41,0.88,1.12,-0.13,0.98,1.62,0.4,0.41,0.7658,0.8642,0.3517,0.8068,1.0692
우진해장국,7017,4.3,0.5,1.9069,0,0,0,0,-0.39,-0.43,-0.58,-0.6,-0.72,-0.67,0.4,-0.39,0.1727,0.2312,0.239,0.2858,0.2663
우진해장국,7017,4.3,0.75,4.1098,0,6.5942,3.3897,3.5176,-0.08,0.26,-0.58,2.69,1,1.63,0.4,-0.08,0.1392,0.2064,-0.0552,0.08,0.0296
우진해장국,7017,4.3,0.57,4.5487,0,5.7219,1.6524,0,-0.3,0.4,-0.58,2.25,0.12,-0.67,0.4,-0.3,-0.07,0.224,-0.625,0.014,0.251
우진해장국,7017,4.3,-1,0,0,0,0,0,-2.25,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,-2.25,1.3925,0.38,0.425,0.695,0.5825
우진해장국,7017,4.3,0.27,1.7139,0.8359,3.6191,0.8154,0.8838,-0.67,-0.49,0.25,1.2,-0.3,-0.1,0.4,-0.67,0.1933,-0.3025,-0.939,0.066,-0.068
우진해장국,7017,4.3,1.5,4.3772,0,0,5.0902,1.7094,0.85,0.34,-0.58,-0.6,1.86,0.44,0.4,0.85,0.914,0.132,0.115,2.206,0.999
우진해장국,7017,4.3,-2,0,0,0.9481,0,0,-3.49,-1.03,-0.58,-0.13,-0.72,-0.67,0.4,-3.49,2.0497,0.4792,-1.0913,0.9678,0.7933
우진해장국,7017,4.3,0.5,1,1,2.8006,0,0,-0.39,-0.72,0.41,0.8,-0.72,-0.67,0.4,-0.39,0.2858,-0.1549,-0.307,0.2858,0.2663
우진해장국,7017,4.3,2,1,0,0,0,0,1.48,-0.72,-0.58,-0.6,-0.72,-0.67,0.4,1.48,-0.1256,0.0816,0.052,-0.1256,-0.0516
우진해장국,7017,4.3,1.67,4.6077,0,0.9045,0.811,0,1.07,0.42,-0.58,-0.15,-0.31,-0.67,0.4,1.07,1.1844,0.1144,0.5745,0.4033,0.0181
우진해장국,7017,4.3,2,2,0,0,0,0,1.48,-0.4,-0.58,-0.6,-0.72,-0.67,0.4,1.48,0.348,0.0816,0.052,-0.1256,-0.0516
우진해장국,7017,4.3,0.8,3.7379,0,5.6118,0.8178,0.817,-0.01,0.14,-0.58,2.2,-0.3,-0.14,0.4,-0.01,0.1936,0.2008,0.173,0.198,0.1964
우진해장국,7017,4.3,1.5,1.9069,0,0,0,0,0.85,-0.43,-0.58,-0.6,-0.72,-0.67,0.4,0.85,0.2595,0.132,0.115,0.013,0.0555
우진해장국,7017,4.3,1.67,0,0,1.8801,0,0,1.07,-1.03,-0.58,0.34,-0.72,-0.67,0.4,1.07,-0.3671,0.1144,1.0988,-0.0354,0.0181
우진해장국,7017,4.3,1.67,1.6605,0,0,1.7397,0.8895,1.07,-0.51,-0.58,-0.6,0.16,-0.09,0.4,1.07,0.1893,0.1144,0.093,0.9062,0.6387
우진해장국,7017,4.3,-1.5,0.8259,0,0,0,0,-2.87,-0.77,-0.58,-0.6,-0.72,-0.67,0.4,-2.87,0.9749,0.4296,0.487,0.8314,0.6879
우진해장국,7017,4.3,-0.5,1.8888,0,3.6053,0,2.54,-1.63,-0.44,-0.58,1.2,-0.72,0.99,0.4,-1.63,0.1022,0.3304,-2.571,0.5586,-2.2287
우진해장국,7017,4.3,1.67,1.803,0,0,0,0,1.07,-0.46,-0.58,-0.6,-0.72,-0.67,0.4,1.07,0.2428,0.1144,0.093,-0.0354,0.0181
우진해장국,7017,4.3,1.5,3.3505,0.8769,0,1.7064,1.7789,0.85,0.02,0.29,-0.6,0.15,0.49,0.4,0.85,0.642,0.8715,0.115,0.7525,1.0415
우진해장국,7017,4.3,1.17,3.8461,0,2.8205,0.8498,1.7031,0.45,0.18,-0.58,0.81,-0.29,0.44,0.4,0.45,0.506,0.164,0.7895,0.2945,0.623
우진해장국,7017,4.3,0.5,0,0,0,0,0,-0.39,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,-0.39,0.4067,0.2312,0.239,0.2858,0.2663
우진해장국,7017,4.3,1.29,4.0919,0,3.5475,3.4128,4.4343,0.59,0.25,-0.58,1.17,1.01,2.23,0.4,0.59,0.6425,0.1528,1.1853,1.0909,1.8107
우진해장국,7017,4.3,-0.5,0,0,0.9644,0,0,-1.63,-1.03,-0.58,-0.12,-0.72,-0.67,0.4,-1.63,1.0639,0.3304,-0.4194,0.5586,0.4771
우진해장국,7017,4.3,-0.5,0,0,0,0,0,-1.63,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,-1.63,1.0639,0.3304,0.363,0.5586,0.4771
우진해장국,7017,4.3,1,3.5417,0,1.8593,0,0,0.23,0.08,-0.58,0.33,-0.72,-0.67,0.4,0.23,0.3334,0.1816,0.3909,0.1494,0.1609
우진해장국,7017,4.3,0,0,0,0,0,0,-1.01,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,-1.01,0.7353,0.2808,0.301,0.4222,0.3717
우진해장국,7017,4.3,1.25,3.3452,1.6875,8.3166,3.3866,2.6113,0.54,0.02,1.08,3.55,1,1.04,0.4,0.54,0.4808,1.0532,2.387,1.01,1.0316
우진해장국,7017,4.3,0.88,1,0,0,0,0,0.09,-0.72,-0.58,-0.6,-0.72,-0.67,0.4,0.09,0.1802,0.1928,0.191,0.1802,0.1847
우진해장국,7017,4.3,0,0,0,0,0,0,-1.01,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,-1.01,0.7353,0.2808,0.301,0.4222,0.3717
우진해장국,7017,4.3,-0.4,3.6364,0.8359,1.8951,0,0,-1.5,0.11,0.25,0.34,-0.72,-0.67,0.4,-1.5,-0.715,-0.925,-1.06,0.53,0.455
우진해장국,7017,4.3,2,1,0,0,0,0,1.48,-0.72,-0.58,-0.6,-0.72,-0.67,0.4,1.48,-0.1256,0.0816,0.052,-0.1256,-0.0516
우진해장국,7017,4.3,0.25,1.7599,0,0,1.7128,0.886,-0.7,-0.48,-0.58,-0.6,0.15,-0.09,0.4,-0.7,0.186,0.256,0.27,-0.255,-0.087
우진해장국,7017,4.3,1.2,4.3693,1.6919,0.8353,1.6795,0.8895,0.48,0.34,1.09,-0.18,0.13,-0.09,0.4,0.48,0.6032,0.9632,0.3536,0.5024,0.3968
우진해장국,7017,4.3,1.5,1,0,0,0,0,0.85,-0.72,-0.58,-0.6,-0.72,-0.67,0.4,0.85,0.013,0.132,0.115,0.013,0.0555
우진해장국,7017,4.3,1,1.6678,0,0,0.8532,0.8895,0.23,-0.51,-0.58,-0.6,-0.29,-0.09,0.4,0.23,0.1977,0.1816,0.177,0.2483,0.2943
우진해장국,7017,4.3,0.86,0,0,0,0,0,0.06,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,0.06,0.1682,0.1952,0.194,0.1868,0.1898
우진해장국,7017,4.3,0.75,1.8081,0,0,1.7316,2.6431,-0.08,-0.46,-0.58,-0.6,0.16,1.06,0.4,-0.08,0.1968,0.2064,0.208,0.1472,0.0752
우진해장국,7017,4.3,1.44,7.5375,1.8513,2.7921,2.5601,0,0.78,1.34,1.24,0.79,0.58,-0.67,0.4,0.78,1.6352,1.5572,1.2062,1.0424,0.0674
우진해장국,7017,4.3,2,0,0,0,0,0,1.48,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,1.48,-0.5844,0.0816,0.052,-0.1256,-0.0516
우진해장국,7017,4.3,1,0,0,0,0,0,0.23,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,0.23,0.0781,0.1816,0.177,0.1494,0.1609
우진해장국,7017,4.3,0.2,2.552,0,0,0.8532,0.8895,-0.76,-0.23,-0.58,-0.6,-0.29,-0.09,0.4,-0.76,-0.0052,0.2608,0.276,0.0404,-0.1116
우진해장국,7017,4.3,1.27,7.2869,0.8359,0,2.521,1.7168,0.57,1.26,0.25,-0.6,0.56,0.45,0.4,0.57,1.2032,0.6275,0.143,0.8042,0.7415
우진해장국,7017,4.3,0.83,0,1,2.8045,0,0.8663,0.02,-1.03,0.41,0.8,-0.72,-0.11,0.4,0.02,0.1894,0.2182,0.226,0.1956,0.2078
우진해장국,7017,4.3,0.25,1.8119,0,0,0.8498,0,-0.7,-0.46,-0.58,-0.6,-0.29,-0.67,0.4,-0.7,0.172,0.256,0.27,0.053,0.319
우진해장국,7017,4.3,2,2,0,0,0,0,1.48,-0.4,-0.58,-0.6,-0.72,-0.67,0.4,1.48,0.348,0.0816,0.052,-0.1256,-0.0516
우진해장국,7017,4.3,0.5,1,0,0,0,0,-0.39,-0.72,-0.58,-0.6,-0.72,-0.67,0.4,-0.39,0.2858,0.2312,0.239,0.2858,0.2663
우진해장국,7017,4.3,1.33,3,0,1.9266,0.8301,0.8715,0.64,-0.09,-0.58,0.36,-0.3,-0.1,0.4,0.64,0.4624,0.1488,0.7504,0.328,0.456
우진해장국,7017,4.3,1,1.8081,0,0,0.8532,0.8895,0.23,-0.46,-0.58,-0.6,-0.29,-0.09,0.4,0.23,0.2092,0.1816,0.177,0.2483,0.2943
우진해장국,7017,4.3,-1,0.9511,0,0.9185,0,0,-2.25,-0.73,-0.58,-0.14,-0.72,-0.67,0.4,-2.25,0.7175,0.38,-0.61,0.695,0.5825
우진해장국,7017,4.3,2,1,0,0,0,0,1.48,-0.72,-0.58,-0.6,-0.72,-0.67,0.4,1.48,-0.1256,0.0816,0.052,-0.1256,-0.0516
우진해장국,7017,4.3,1.67,1.8081,0,0,0.8532,0.8895,1.07,-0.46,-0.58,-0.6,-0.29,-0.09,0.4,1.07,0.2428,0.1144,0.093,0.4247,0.6387
우진해장국,7017,4.3,0.5,0,0,0,0,0,-0.39,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,-0.39,0.4067,0.2312,0.239,0.2858,0.2663
우진해장국,7017,4.3,1.67,4.5208,0,0,1.671,1.7557,1.07,0.39,-0.58,-0.6,0.13,0.48,0.4,1.07,1.1523,0.1144,0.093,0.8741,1.2486
우진해장국,7017,4.3,0.5,0,0,0.9307,0.8784,0,-0.39,-1.03,-0.58,-0.14,-0.27,-0.67,0.4,-0.39,0.4067,0.2312,0.0596,0.1103,0.2663
우진해장국,7017,4.3,1.4,6.4895,0.8203,0,0,0,0.73,1.01,0.23,-0.6,-0.72,-0.67,0.4,0.73,1.3023,0.7329,0.127,0.0394,0.0759
우진해장국,7017,4.3,1.14,1.8081,1,0,0.8532,1.7395,0.41,-0.46,0.41,-0.6,-0.29,0.46,0.4,0.41,0.2164,0.5731,0.159,0.2861,0.5936
우진해장국,7017,4.3,0,0,0,0,0,0,-1.01,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,-1.01,0.7353,0.2808,0.301,0.4222,0.3717
우진해장국,7017,4.3,1.5,0,0,0,0,0,0.85,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,0.85,-0.2505,0.132,0.115,0.013,0.0555
우진해장국,7017,4.3,0,0.8081,0,0,0.8532,0.8895,-1.01,-0.78,-0.58,-0.6,-0.29,-0.09,0.4,-1.01,0.4828,0.2808,0.301,-0.0121,-0.2141
우진해장국,7017,4.3,1,0.8314,0.8769,0.9151,0,0,0.23,-0.77,0.29,-0.14,-0.72,-0.67,0.4,0.23,0.1379,0.3817,0.2828,0.1494,0.1609
우진해장국,7017,4.3,1.75,4.5611,0,0,0.8714,0,1.16,0.4,-0.58,-0.6,-0.28,-0.67,0.4,1.16,1.244,0.1072,0.084,0.4552,0.0028
우진해장국,7017,4.3,1,4.6388,0,0,0,0,0.23,0.43,-0.58,-0.6,-0.72,-0.67,0.4,0.23,0.4139,0.1816,0.177,0.1494,0.1609
우진해장국,7017,4.3,2,0.8494,0,0,0.8427,0.8032,1.48,-0.76,-0.58,-0.6,-0.29,-0.15,0.4,1.48,-0.1848,0.0816,0.052,0.5108,0.718
우진해장국,7017,4.3,0.12,3.3756,3.8173,0,1.7064,1.7789,-0.86,0.03,3.18,-0.6,0.15,0.49,0.4,-0.86,-0.2558,-2.9648,0.286,-0.359,-0.6514
우진해장국,7017,4.3,0.7,2.8081,0,0,1.703,0.8895,-0.14,-0.15,-0.58,-0.6,0.14,-0.09,0.4,-0.14,0.151,0.2112,0.214,0.1104,0.1426
우진해장국,7017,4.3,1.33,1,0,0,0,0.886,0.64,-0.72,-0.58,-0.6,-0.72,-0.09,0.4,0.64,0.0592,0.1488,0.136,0.0592,0.4624
우진해장국,7017,4.3,2,1,0,0,0,0,1.48,-0.72,-0.58,-0.6,-0.72,-0.67,0.4,1.48,-0.1256,0.0816,0.052,-0.1256,-0.0516
우진해장국,7017,4.3,-0.12,1.8122,0,1.6763,0,1.7675,-1.16,-0.46,-0.58,0.24,-0.72,0.48,0.4,-1.16,0.1536,0.2928,-0.6584,0.4552,-0.9368
우진해장국,7017,4.3,2,0,0,0,0,0,1.48,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,1.48,-0.5844,0.0816,0.052,-0.1256,-0.0516
우진해장국,7017,4.3,0.8,0.8888,0,0,0,0,-0.01,-0.75,-0.58,-0.6,-0.72,-0.67,0.4,-0.01,0.2025,0.2008,0.201,0.2022,0.2017
우진해장국,7017,4.3,1.25,1.8225,0.8359,0.907,0,0,0.54,-0.46,0.25,-0.15,-0.72,-0.67,0.4,0.54,0.2216,0.605,0.389,0.0812,0.1082
우진해장국,7017,4.3,-0.7,2.4798,1.7129,0.8927,2,2.4609,-1.88,-0.25,1.11,-0.16,0.29,0.94,0.4,-1.88,-0.27,-2.8268,-0.4392,-1.2852,-2.5072
우진해장국,7017,4.3,0,1,0,0,0,0,-1.01,-0.72,-0.58,-0.6,-0.72,-0.67,0.4,-1.01,0.4222,0.2808,0.301,0.4222,0.3717
우진해장국,7017,4.3,0.5,0.8081,0,0.8353,0.8532,0.8895,-0.39,-0.78,-0.58,-0.18,-0.29,-0.09,0.4,-0.39,0.3092,0.2312,0.0752,0.1181,0.0401
우진해장국,7017,4.3,1.33,0,0,0,0,0,0.64,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,0.64,-0.1392,0.1488,0.136,0.0592,0.0912
우진해장국,7017,4.3,0.67,1.8081,0,0,0.8532,0.8895,-0.18,-0.46,-0.58,-0.6,-0.29,-0.09,0.4,-0.18,0.1928,0.2144,0.218,0.1622,0.1262
우진해장국,7017,4.3,0,0,0,0,0,0,-1.01,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,-1.01,0.7353,0.2808,0.301,0.4222,0.3717
우진해장국,7017,4.3,0.67,0,0,0,0,0,-0.18,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,-0.18,0.2954,0.2144,0.218,0.2396,0.2306
우진해장국,7017,4.3,2,0,0,0.932,0,0,1.48,-1.03,-0.58,-0.14,-0.72,-0.67,0.4,1.48,-0.5844,0.0816,0.7328,-0.1256,-0.0516
우진해장국,7017,4.3,0,0,0,0,0,0,-1.01,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,-1.01,0.7353,0.2808,0.301,0.4222,0.3717
우진해장국,7017,4.3,1,0,0,0,0,0,0.23,-1.03,-0.58,-0.6,-0.72,-0.67,0.4,0.23,0.0781,0.1816,0.177,0.1494,0.1609
카페태희,4351,4.2,1.25,4.7575,0,0,0.8178,0,0.54,0.46,-0.58,-0.6,-0.3,-0.67,0,0.54,0.5184,-0.0432,-0.054,0.108,-0.0918
카페태희,4351,4.2,0.83,0.8259,0,0,0,0,0.02,-0.77,-0.58,-0.6,-0.72,-0.67,0,0.02,-0.0054,-0.0016,-0.002,-0.0044,-0.0034
카페태희,4351,4.2,2,1.9231,0,0,0,0,1.48,-0.43,-0.58,-0.6,-0.72,-0.67,0,1.48,0.1036,-0.1184,-0.148,-0.3256,-0.2516
카페태희,4351,4.2,0.33,3.6268,0.8203,0,0.8263,0,-0.6,0.11,0.23,-0.6,-0.3,-0.67,0,-0.6,-0.366,-0.438,0.06,-0.12,0.102
카페태희,4351,4.2,1,1.7195,0,0,0.8229,1,0.23,-0.49,-0.58,-0.6,-0.3,-0.02,0,0.23,0.0023,-0.0184,-0.023,0.046,0.1104
카페태희,4351,4.2,0.4,8.1105,0.8203,1.7673,3.3029,4.6462,-0.51,1.52,0.23,0.28,0.95,2.37,0,-0.51,-1.0302,-0.3723,-0.3978,-0.7395,-1.4637
카페태희,4351,4.2,-0.5,4.1746,2.7555,1.7446,0.8532,1.7356,-1.63,0.28,2.13,0.27,-0.29,0.46,0,-1.63,-1.2714,-4.2869,-1.2551,-0.3423,-1.5648
카페태희,4351,4.2,1.25,2.7311,0,0.9151,1.7397,0.8895,0.54,-0.17,-0.58,-0.14,0.16,-0.09,0,0.54,0.1782,-0.0432,0.1944,0.3564,0.2214
카페태희,4351,4.2,0.45,2.7011,1.8056,5.6816,1.6426,2.6777,-0.45,-0.18,1.2,2.23,0.11,1.08,0,-0.45,-0.144,-0.765,-1.2285,-0.2745,-0.711
카페태희,4351,4.2,0.83,4.3935,0.8769,2.8323,1.6565,2.6161,0.02,0.35,0.29,0.81,0.12,1.04,0,0.02,0.017,0.0158,0.0262,0.0124,0.0308
카페태희,4351,4.2,0.43,3.462,1.7129,0,0.8532,1.761,-0.47,0.06,1.11,-0.6,-0.29,0.48,0,-0.47,-0.2632,-0.7567,0.047,-0.0987,-0.4606
카페태희,4351,4.2,0.6,5.5445,0.8863,1.8542,8.2879,11.9446,-0.26,0.71,0.3,0.32,3.47,7.15,0,-0.26,-0.3146,-0.208,-0.2132,-1.0322,-1.989
카페태희,4351,4.2,1.5,0,0,0,0.8117,0.8609,0.85,-1.03,-0.58,-0.6,-0.31,-0.11,0,0.85,-0.4505,-0.068,-0.085,0.1615,0.3315
카페태희,4351,4.2,1.5,1.9231,0,0,0.8318,0.8551,0.85,-0.43,-0.58,-0.6,-0.3,-0.11,0,0.85,0.0595,-0.068,-0.085,0.17,0.3315
카페태희,4351,4.2,2,1,0,0,0,0,1.48,-0.72,-0.58,-0.6,-0.72,-0.67,0,1.48,-0.3256,-0.1184,-0.148,-0.3256,-0.2516
카페태희,4351,4.2,0.5,4.3639,1.9195,0,0,0,-0.39,0.34,1.31,-0.6,-0.72,-0.67,0,-0.39,-0.3276,-0.7059,0.039,0.0858,0.0663
카페태희,4351,4.2,2,8.7277,0,0,0.8261,0.8883,1.48,1.71,-0.58,-0.6,-0.3,-0.09,0,1.48,3.2708,-0.1184,-0.148,0.296,0.6068
카페태희,4351,4.2,0.46,1.6139,0.8863,1.773,2.5092,1.6992,-0.44,-0.52,0.3,0.28,0.55,0.44,0,-0.44,0.0088,-0.352,-0.3432,-0.462,-0.4136
카페태희,4351,4.2,1,1.6628,2.6401,0,0,0,0.23,-0.51,2.02,-0.6,-0.72,-0.67,0,0.23,-0.0023,0.5796,-0.023,-0.0506,-0.0391
카페태희,4351,4.2,1.67,1.9262,0,0,0,0,1.07,-0.43,-0.58,-0.6,-0.72,-0.67,0,1.07,0.0749,-0.0856,-0.107,-0.2354,-0.1819
카페태희,4351,4.2,2,0,0,0,0,0,1.48,-1.03,-0.58,-0.6,-0.72,-0.67,0,1.48,-0.7844,-0.1184,-0.148,-0.3256,-0.2516
카페태희,4351,4.2,0,0.8225,0.8359,0,0.8092,0.8199,-1.01,-0.77,0.25,-0.6,-0.31,-0.14,0,-1.01,0.2727,-0.7575,0.101,-0.1919,-0.3636
카페태희,4351,4.2,1.67,4.7104,0,0,0,0,1.07,0.45,-0.58,-0.6,-0.72,-0.67,0,1.07,1.0165,-0.0856,-0.107,-0.2354,-0.1819
카페태희,4351,4.2,0.71,4.7333,1.8105,2.6976,0.8207,0.8555,-0.13,0.45,1.2,0.74,-0.3,-0.11,0,-0.13,-0.1235,-0.221,-0.1612,-0.026,-0.0507
카페태희,4351,4.2,-0.33,1,0,0,0.8039,0,-1.42,-0.72,-0.58,-0.6,-0.31,-0.67,0,-1.42,0.3124,0.1136,0.142,-0.2698,0.2414
카페태희,4351,4.2,1.5,1.8468,0,0,0.8461,0,0.85,-0.45,-0.58,-0.6,-0.29,-0.67,0,0.85,0.0425,-0.068,-0.085,0.1785,-0.1445
카페태희,4351,4.2,2,1.8081,0,0,0.8532,0.8895,1.48,-0.46,-0.58,-0.6,-0.29,-0.09,0,1.48,0.0592,-0.1184,-0.148,0.3108,0.6068
카페태희,4351,4.2,0.62,5.2419,1.6415,0.9286,0,0,-0.24,0.61,1.04,-0.14,-0.72,-0.67,0,-0.24,-0.2664,-0.3696,-0.0864,0.0528,0.0408
카페태희,4351,4.2,1.4,1,0,0,0,0,0.73,-0.72,-0.58,-0.6,-0.72,-0.67,0,0.73,-0.1606,-0.0584,-0.073,-0.1606,-0.1241
카페태희,4351,4.2,1.3,7.419,0.8769,0.9307,0,0,0.61,1.3,0.29,-0.14,-0.72,-0.67,0,0.61,1.098,0.4819,0.2196,-0.1342,-0.1037
